Chinese
dim sum
quesadilla fried
dish thing
bad taste
took 15
just shrimp
make place
fresh quality
little order
pao fried
way it's
onions bell
just sitting
skewers sea
sweet light
just asian
like ate
don't better
say know
lady said
i'm come
crab like
nice hot
really better
food understand
it's fresh
just bland
mai shrimp
eye rib
rib eye
style like
shrimp flavorful
way home
pork perfectly
restaurant style
server attentive
fried honey
meal like
taro condensed
minutes brought
beef tendons
time waited
menu can't
just you're
soup pieces
just 10
like noodle
iron chef
salted fish
ask want
food vietnamese
like fish
sushi quality
menu went
wonton ordered
waitress ask
water like
atmosphere friendly
friendly atmosphere
eat places
lunch nice
went people
chicken hard
food par
george sons
oil hot
work lunch
did service
wait 45
hour wait
fried love
went restaurant
came special
ordered cold
just waiting
table busy
really rolls
bbq good
order free
dumpling shrimp
got bit
noodle pretty
drink came
asian just
pleasant surprise
place large
got spicy
chicken onion
wait people
curry dishes
i've lot
love really
server check
dish added
place having
bass peruvian
dish pretty
chicken use
busy minutes
baked pork
order sweet
noodles thai
order half
typical restaurant
good busy
wait just
places eat
tender broth
casino restaurant
soup right
delicious just
make it's
pork filling
asked drink
drink asked
food able
food twice
salmon roll
chef sheridan
order special
say thing
lot places
wendy's cafe
ramen tonkotsu
onions carrots
vegas favorite
pick stix
meat vegetarian
beer wine
veggie tofu
said people
day time
wraps pf
soy vinegar
thai vegas
seated busy
crispy juicy
like okay
soup broccoli
that's just
food couldn't
really price
hot vegetables
say i've
tried places
green curry
wasn't rice
really feel
i'm guessing
looking menu
red curry
just water
red sweet
perfectly delicious
good maybe
big place
bahn mi
mi bahn
veggies ordered
wanted place
dishes share
food hole
pork i've
seated 10
did dish
great like
didn't left
nice it's
little beef
thai coconut
it's different
order rude
waitress got
egg fresh
dam dam
decisions decisions
du du
shoulder shoulder
yah yah
min 15
tasted came
place 10
family chinese
thai restaurants
plain just
dinner good
chicken super
tried dish
place surprised
dish don't
people wait
wasn't flavor
peruvian fusion
egg combo
5.95 lunch
egg taste
broth tasty
service brought
crispy like
happy menu
home ordered
pieces cut
multiple times
garlic ginger
order ahead
egg spring
pot ordered
vegetables shrimp
ok good
ordered dumplings
eggs scrambled
just 5
food sweet
delivery hour
beef black
nice just
food deliver
food drink
99 ranch
gave ordered
review yelp
time hard
water came
orange best
place spot
time friendly
spicy veggies
restaurants service
thing say
noodles mushrooms
like let
extra rice
rice spring
like brown
pepper garlic
beef house
just lunch
menu thing
new food
came 15
food slow
like large
hand noodle
tried beef
soup eat
came ate
tasted shrimp
different ordered
crab angels
ordered tell
took 10
really isn't
golden gate
bit taste
good steamed
40 minutes
kind just
thing that's
phone minutes
food fine
food owners
diablo jerk
restaurant cuisine
really things
amazing service
order woman
oil fried
duck juicy
food sat
pineapple fried
wall great
night busy
took come
didn't service
minutes waiter
lot really
good real
little thought
pao sauce
little chinese
ask water
dish eat
green ginger
waiting order
definitely service
ordered salty
did decided
time favorite
plate like
meat veggie
vegas expensive
you're food
i'm restaurant
meal didn't
liked good
lunch got
taste beef
chicken covered
food value
love i've
delivery minimum
it's day
come restaurant
dish dry
chinese hard
egg really
tell just
told customer
sour special
just price
good appetizer
came dishes
dishes little
mexican food
soup generous
texture sauce
asked menu
noodles dry
didn't away
shrimp peas
food options
sauce wontons
dinner place
try went
real deal
time gave
pho just
greeted seated
ordered restaurant
rice meals
sauce try
dinner food
vegetarian meat
food low
went sat
thought came
food pricey
spicy liked
far tried
rice cheese
lunch times
iced coffee
really ok
sauce noodle
you're vegas
i'm definitely
time years
rolls veggie
good gets
place walked
mild spicy
great beef
menu selection
menu nice
ordering menu
sure pretty
rice bad
bamboo club
just hard
good pepper
just wish
time seated
right time
snoh taro
cheese short
rolls 2
really places
food trying
dumplings beef
sauce right
cucumber salad
didn't long
feel makes
i'm stars
know asked
good vegetables
restaurant kitchen
just ordering
delivery 30
can't complain
favorite it's
i've love
great wonderful
use msg
say ordered
evil jungle
shrimp wasn't
hot best
table come
couldn't finish
style menu
good 10
asian good
11 30
great places
decent service
thai flavor
say didn't
restaurant big
base soup
shrimp big
bit pretty
buns custard
large size
chicken shared
tasty hot
seated tables
i'll definitely
like use
cooked spicy
hue thai
shrimp didn't
beef fan
food inside
service decor
cheese fried
fast great
menu place
order love
pot sauce
check took
fish sushi
spicy pad
think restaurant
cheap good
bland taste
food plenty
spicy nice
soy sweet
pork wasn't
eat little
home just
better little
east chinese
delicious friendly
place pho
yelp review
answer questions
place enjoy
little maybe
gow siu
place meal
came waiting
snow pea
time customers
friendly efficient
came busy
pepper green
great tried
great fried
pay price
time bit
say did
salty rice
gave order
sour chinese
got meat
partying night
prices decent
like greasy
like kinda
didn't menu
little inside
busy tables
ordering delivery
waiter did
don't wrong
pretty busy
table manager
extra order
pretty order
liquor license
bun hue
pork vegetables
food enjoyed
food chow
ordered finally
food attentive
restaurant away
new menu
different things
little chicken
bite took
took bite
like thick
food gets
came restaurant
waited got
really pork
beef enjoyed
husband went
juicy tender
food expected
maybe didn't
special just
meat tasty
tofu stinky
beans pork
shanghai dumplings
makes feel
food wife
sushi peruvian
sandwich bread
it's quality
reasonable service
fried choice
prawns honey
didn't going
place quite
definitely vegas
food use
i'm order
fried liked
inside casino
beef steamed
make menu
table long
food consistent
best like
place valley
chicken boyfriend
i've think
menu americanized
value great
chinese having
rolls tasty
lunch rush
crab filling
lobster crab
price expensive
sure food
sushi just
staff super
soup definitely
sliced beef
seated party
egg house
decided eat
food open
yi mei
great perfect
menu specials
little tasty
walked door
higher prices
chicken delivery
great hot
decided went
sushi miso
make come
little menu
best restaurants
nice ambiance
ordered extra
anytime soon
went service
chicken kind
buffet fresh
broth pot
ordered ended
broccoli dish
general tsao's
nice attentive
puffs fried
mochi ice
waiter manager
chinese sauce
kitchen open
noodle house
owned operated
madison chinese
server sat
savory sweet
don't isn't
decor ambiance
worth money
did really
service quickly
food friend
waiting long
restaurant ambiance
got bad
dish small
just started
garlic pepper
years restaurant
baked buns
noodles didn't
won shrimp
place excited
thai asian
order friendly
service long
chinese center
place style
waited sat
day just
sour best
crab seafood
spicy tasted
came bowl
satisfy craving
plate sauce
dishes items
pretty don't
like vegetables
think that's
regular menu
steamed ordered
served ordered
rice it's
soup 2
sour order
times gone
you'd expect
ice mango
fresh fruit
place i'd
buffet like
nigiri sushi
just dinner
dish instead
mins 30
little eat
pho steak
restaurant quality
time later
restaurant sit
beans combo
sushi happy
times just
hot cooked
took check
today mike
pepper flavor
food moved
rice refried
duck half
good fish
mongolian grill
just sat
meal eat
egg soy
ordered spice
palazzo venetian
old like
try it's
served sweet
sauce drenched
dish nice
got special
thai best
it's restaurants
feel place
just expect
just finally
north scottsdale
smoke casino
ramen pork
10 ready
vegetables vegetable
overall service
prices fair
excuses excuses
greasier greasier
jars jars
mm mm
better probably
vegas casino
fried spring
things different
happy appetizers
i've phoenix
dishes did
said thought
want time
rice w
takeout chinese
wasn't tasted
hot tasted
vegas visit
asian i'm
dishes time
time dishes
noodle tender
service ambiance
pork pickled
wor ton
minutes people
really best
good spring
hot soups
tofu steamed
buns dim
places tried
specials great
bbq roasted
belly fat
fresh light
beef big
chinese lo
10 took
specials soup
beef ok
service didn't
white orange
soup long
busy people
good choice
garlic beef
it's dishes
soy flavor
tables busy
sushi grill
slot machines
chinese live
sweet got
egg little
pho drunk
chicken things
beef different
good served
mongolian onions
got sure
taste quality
table looked
outdoor seating
crispy tasty
beef liked
tried rice
people working
dumplings tasty
drive ins
want good
menu beef
it's i'd
pork wontons
told later
restaurant far
ordered i'm
chicken meals
lunch fast
place fancy
chinese decor
meat duck
delicious egg
ask time
wasn't sure
sum weekends
30 11
served fried
roll sweet
delicious dishes
did wasn't
phone cell
like oil
lunch value
time check
food takeout
minutes decided
horrible food
fried don't
boba smoothie
restaurant way
server just
sweet fresh
chips guacamole
shrimp crunchy
times 4
rice mango
beef think
little try
ordered better
long food
restaurant ordered
super fast
sauce paste
ready 10
place highly
brought didn't
soup thing
stars i'm
sour lunch
got rolls
vegetables ordered
broth taste
time 20
times good
sum time
dinner menu
tables seated
place getting
soda fountain
dishes cooked
chicken stir
wasn't chicken
eat love
ordering process
beans xo
ramen noodles
fish filet
thai try
pork bite
really eating
chicken definitely
did little
chicken asked
open till
little places
taco viva
party seated
place walk
noodles favorite
fish balls
broth pork
away table
line people
looked asked
3 just
thought really
noodles way
went try
looks place
rice oil
place looked
just wouldn't
got gave
vegas better
decided came
lunch eat
sauce cut
food manager
soup xiao
went going
said want
love chinese
fried dinner
come make
it's location
bowl sauce
sauce better
restaurant china
food point
like mean
i've different
beans carnitas
think chinese
soup think
just couple
poblano cosmopolitan
it's long
sauce quite
greasy food
can't it's
place tell
it's prices
like bite
tofu pot
service away
ginger green
meal food
baos bao
chinese mall
manager service
got called
it's far
noodles duck
lady order
called didn't
took seated
good huge
broth good
sauce w
asia venetian
table drinks
came started
wasn't order
pretty better
small tables
tofu bean
poblano mexican
need don't
rice wanted
tasty really
looked just
didn't actually
items different
good damn
chinese grew
used place
i've gotten
just 2
fried chili
went seated
ordered items
good green
good worth
cooked shrimp
pork pretty
ordered wrong
customer order
fried won
sit bar
taste bad
quality fresh
wait place
tasty dishes
going think
eat come
long line
entrees appetizer
pushing carts
good seafood
try best
food sick
rice emerald
noodles best
soup main
table 15
just saying
stuff like
like china
time brought
restaurant actually
garlic flavor
order greeted
sat waited
bad thing
finish couldn't
time hour
seafood noodles
big just
sashimi salmon
menu i'm
that's thing
reviews bad
fillet fish
nice meal
crispy inside
coming place
got drink
eat got
ginger onion
place comes
10 30
chili garlic
really noodles
strip las
fish flavor
new management
noodle try
time customer
tasted bad
25 minutes
restaurant does
soup pepper
don't maybe
experience just
tofu rice
rice 3
try going
favorite sauce
eat ate
think thing
noodle tasty
hour drinks
wasn't time
flavor great
menu wanted
got pork
moo shoo
chili peppers
sushi crab
places dim
said think
orchid garden
good dim
salty pork
sauce small
pot mushrooms
think i'll
table quickly
spicy perfectly
items buffet
yelp try
beef oil
ordered portions
times order
meal meals
thing bad
times it's
sauce peanuts
dessert fruit
huge portion
great especially
party table
dishes lot
inside place
soup love
people 4
shell crab
scallion pancakes
chinese japanese
sauce general
food serving
dishes place
try make
it's busy
maybe time
style american
time 30
panang thai
person order
place left
fresh prepared
food guy
sum wait
didn't decided
beef ramen
i'm usually
style fried
noodle shop
restaurant prices
eat meal
pork shredded
steamed chicken
really amazing
bandito chino
chino bandito
area moved
vegas good
ramen umami
chicken fast
court food
quality poor
soup served
didn't don't
place stop
order actually
eat vegas
lunch meal
groups large
hot peppers
pretty quick
food considering
bar area
time orders
fried peppers
delivery quick
wynn red
noodles xo
people person
mushrooms mushroom
sure order
place couple
flavor lacking
small it's
try ordered
chicken yum
chinese kung
phone told
really probably
nice tasty
chinese inside
rolls really
30 10
broth veggies
best dishes
ordered used
chinese worth
really said
bao truck
busy restaurant
ice desserts
sauce large
rice know
new style
shrimp menu
wrong order
chicken weird
fish taste
strip hotel
pho strip
chinese non
lazy susan
roll got
did finally
awesome place
lot just
sat got
dish special
favorite menu
food disgusting
beef salt
honey walnuts
evil princess
arrived table
vegas pricey
card cash
time best
know think
sauce sriracha
shrimp orange
like friend
rice added
sushi palazzo
burger short
like 5
people 3
great spot
20 order
ong choy
used just
probably like
tofu fish
ordered times
eat think
2 time
came chicken
food believe
stars given
just waitress
thought like
restaurant times
time money
check table
didn't make
can't food
just bowl
sweet overly
sauce bbq
home leftovers
best try
casino floor
love times
soup perfect
guy fieri
walked sat
actually really
eaten best
complain can't
table servers
i'm did
that's i'm
ordered delivered
ice fruit
soup favorite
try think
table bring
know ordered
corn sea
restaurant open
beaten path
customers restaurant
little hot
heat level
seafood buffet
time walked
good sesame
different good
thought try
onions fried
days ago
peppers chili
favorite vegas
pepper crispy
manager did
asked seated
wait restaurant
maybe don't
coming service
eat said
close place
restaurant that's
stopped lunch
happy great
pork special
best rice
special came
fast panda
going don't
taste cooked
beef perfect
pork plate
ect ect
firefly firefly
haters haters
irvine irvine
lied lied
tum tum
egg great
star service
places don't
roasted bbq
love fresh
waitress seated
got waiting
star hk
didn't chicken
times month
sauce home
soup green
fair prices
order small
great drinks
pork cabbage
good sized
meat bones
ordered family
jerk pollo
efficient friendly
tempura tuna
tasted egg
dish used
great super
clean tables
perfect flavor
it's pricey
favorite great
busy night
cafe wendy's
menu vegetarian
skewers lamb
chicken general's
table group
best beef
bean noodles
good drinks
night just
roll combo
chinese dinner
appetizer entrees
really hot
rice husband
10 time
asian vegas
like cook
20 30
food near
just inside
flavorful chicken
try little
soup make
attentive server
steamed shrimp
home took
couldn't just
orange spicy
right food
sweet meat
large good
actually food
tasty meat
orchids dim
drop hot
beef bland
i've can't
waitress manager
soup enjoyed
hot arrived
left got
dish portion
service night
got thing
make restaurant
did sauce
menu i've
said that's
tuna tataki
can't place
say wouldn't
sauce heat
spicy boiled
flavor wasn't
gone downhill
noodles beijing
asian menu
good white
15 waited
it's hot
i've know
restaurant didn't
ask menu
dishes hot
soup quite
rolls best
sum san
know mean
shrimp ribs
come people
times week
took 30
sat asked
just area
chinese large
know right
sauce slightly
time arrived
hot seafood
come it's
10 8
got going
rolls great
like type
order i've
told gave
beef quite
krazy buffet
scallops shrimp
shrimp buns
tender chicken
tell like
best dish
10 seated
food lo
bit it's
pho it's
super delicious
walked looked
great rice
people good
just 4
couple weeks
restaurant fusion
beef thing
seating outdoor
vegas weekend
ordered main
plate chicken
wasn't busy
pretty beef
add sauce
came bad
eat usually
pork nice
bad say
date night
beef braised
people want
meal really
tofu vegetable
restaurants best
wor won
soup stew
it's wall
times 2
good years
service lunch
favorite spicy
recent visit
thing time
sweet order
meat got
beef wontons
got sick
starch corn
fried crisp
going eat
quality place
sauce greasy
order mistake
didn't eating
thai delicious
dining restaurant
wings wing
service chinese
noodles wasn't
priced food
restaurant lot
restaurant reviews
different just
service attitude
restaurant night
spicy ask
best definitely
menu way
oil spicy
love service
lunch 7
think try
diablo jade
drink 10
chicken bone
dish style
decided did
tax including
tender fried
party bachelorette
got husband
order bad
got hot
custard buns
place customers
people line
small price
kind place
say order
buffet crab
afternoon sunday
sunday afternoon
came bit
choices menu
beef definitely
really right
service want
ordered pot
service customers
best just
comes food
minutes 2
tofu meat
order check
make eat
hot veggies
love time
like yes
sum serve
fried eggroll
sushi best
i'm people
like dinner
thai house
fast good
order fresh
shrimp black
looking good
salt crispy
feel just
order messed
cantonese authentic
salad spicy
emerald red
day eat
10 got
vegetarian menu
good surprisingly
place near
guilty pleasure
food visit
don't eating
dishes tofu
fusion chinese
sweet onions
just walked
menu available
bowl beef
coming time
friendly fresh
sauce yummy
sweet honey
fresh dishes
noodle bit
order seated
wonton beef
great sushi
great looking
mins wait
wasn't fried
ice vanilla
pork menu
food stuff
hot flavorful
delicious rolls
choice lunch
dinner great
service impeccable
duck bun
strip chinatown
fried 2
just waiter
hot did
p f
left minutes
time delivery
favorite beef
it's lunch
egg vegetables
honey seared
tiger salad
place customer
almond pudding
pudding almond
order portions
like expect
ginger scallion
wasn't spicy
seafood crab
black pork
stars rating
sushi really  2.90E-07   
fried rangoon  2.24E-08   
order 45  different 1.86E-07  
bao skin  1.70E-07   
meal enjoyed
away food
chili flavor
really staff
chow order
overall pretty
small good
dish brown
wanted minutes
try chicken
instead just
live close
delicious menu
seating area
xo beans
china food
dishes served
it's panda
outside crispy
tacos barbacoa
ordered sure
beef lot
brought said
veggies mushrooms
didn't mind
best years
soup mongolian
rolls tempura
way good
new just
worth wait
red spicy
thought got
sum dumplings
yum soup
noodles soy
soup liked
time started
line waited
like serve
noodle meat
rolls pork
food fan
sweet dessert
new time
vegas prices
beef main
just second
fish bass
fresh seafood
order best
order delicious
hot meal
veggie meat
just walk
didn't felt
i'd try
try i'd
dish cut
rib cheese
pretty lunch
waiter brought
roll dragon
ordered bite
time let
onion pancakes
went looked
casino fat
i've couple
bit nice
ordered place
beef appetizer
shrimp shrimps
casino vegas
tasted wasn't
got 3
really enjoy
did thing
dark meat
place wouldn't
chicken probably
dish waitress
ask like
entrees chicken
items like
fresh ordered
chicken friend
sauce usually
dish enjoyed
wait went
meal nice
food saying
fresh noodles
restaurant eating
left didn't
bao dumplings
shrimp mongolian
duck just
hair salon
great right
fried thick
dish soy
think actually
like bowl
rice took
pho vermicelli
ordered spring
lee lee's
walnuts shrimp
came day
soup combo
wasn't food
said person
tender noodles
dish chow
places town
place china
3 order
tender spicy
i'm love
time family
ask table
did right
rolls tasted
food i'll
good priced
i've gone
thai papaya
bowl meat
second visit
just brought
try worth
small plates
service delicious
brisket beef
onion ginger
time server
malaysian curry
mushrooms enoki
hk star
flavor light
crying tiger
shrimp coconut
soup home
chow soup
asked 10
glass wine
sour got
table dirty
instead order
sauce dark
pork hot
shrimp plate
background music
tasty tender
minutes sitting
rice ordering
fresh really
quality low
did place
white egg
fried soggy
wasn't took
thing know
good wanted
just oh
sweet tried
great big
sweet came
thing don't
including tax
roll sashimi
lunch chinese
food deal
fruit dessert
good wife
did think
don't try
waiter ordered
3 people
you're chinese
restaurant hotel
plate came
6 7
7 6
told walked
like left
soup bowls
spice sauce
places usually
mexican jade
right know
food offer
close live
food given
restaurant outside
phoenix place
leaves desired
price chinese
best pork
hot chinese
carrots onions
pad panang
10 ordered
ambiance decor
water ice
fried portions
asian area
1 order
main dish
ordered okay
specials dinner
day decided
delicious recommend
look menu
minutes quickly
chicken mixed
tender perfectly
family great
asian thai
different items
crispy salt
coming food
food paying
rice perfectly
hour minutes
taste bit
restaurant thing
just disappointed
coast casino
bbq shrimp
taste soup
food ended
belly crispy
asked waiting
noodles bbq
place week
sure wasn't
big good
concept mexican
chinese cooked
mein sweet
star place
place type
service worst
dishes make
place moved
chinese thought
delivered food
decided time
dumplings sauce
sauce different
far favorite
favorite far
time lot
like fast
beans cookie
went pretty
gift card
food 45
30 20
eat ordered
chicken leftovers
ordered day
try got
service recommend
think got
chicken roti
chicken plenty
dishes family
come good
extra ask
dishes sweet
soups soup
flavor pepper
pork greasy
egg veggie
ordered best
don't little
peas fried
thai favorite
fresh sweet
rice fan
lunch weekday
noodles right
rice ton
soup add
day place
great reasonable
meat fatty
got say
order noodles
sauce actually
asian american
really super
really egg
great come
sauce best
food street
service waiters
cooked good
like person
got wait
food past
comes like
mushrooms dish
fresh meat
ordered pan
food soup
order picked
delicious super
place delivery
taking orders
food meals
seated went
egg bowl
half ordered
menu got
beef bok
crab lobster
water just
chicken generous
going try
new old
make did
that's think
place expensive
order lunch
special like
tasted better
rice items
decor place
maybe know
it's super
soup bbq
place street
just tastes
special menu
chicken can't
i've fried
7 24
shrimp tender
food inexpensive
like money
shrimp onions
process ordering
express fast
meat bit
food loved
service tables
years eating
large tables
thai great
gratuity 18
people seated
food today
stuff good
rare pho
noodle bbq
places just
it's dish
like trying
went order
portion huge
broccoli chow
ramen bowl
rice friend
left hungry
way eat
carnitas jade
love rice
rice coconut
appreciation appreciation
aways aways
barf barf
circus circus
leak leak
mahi mahi
